image_path,friction
medium\cam470_18-02_04-16.jpeg,0.26
medium\cam470_18-02_04-23.jpeg,0.3752
medium\cam470_18-02_04-30.jpeg,0.1744
medium\cam470_18-02_04-36.jpeg,0.3046
medium\cam470_18-02_04-42.jpeg,0.1963
medium\cam470_18-02_04-52.jpeg,0.2585
medium\cam470_18-02_04-59.jpeg,0.2836
medium\cam470_18-02_05-06.jpeg,0.3555
medium\cam470_18-02_05-14.jpeg,0.165
medium\cam470_18-02_06-52.jpeg,0.2288
medium\cam470_18-02_07-49.jpeg,0.3405
medium\cam470_18-02_08-02.jpeg,0.3692
medium\cam470_18-02_08-14.jpeg,0.3225
medium\cam470_18-02_08-28.jpeg,0.2073
medium\cam470_18-02_08-41.jpeg,0.3976
medium\cam470_18-02_08-53.jpeg,0.2959
medium\cam470_18-02_09-07.jpeg,0.3807
medium\cam470_18-02_09-20.jpeg,0.1615
medium\cam470_18-02_09-35.jpeg,0.3697
medium\cam470_18-02_09-49.jpeg,0.1694
medium\cam470_18-02_10-01.jpeg,0.3739
medium\cam470_18-02_10-40.jpeg,0.2292
medium\cam470_18-02_10-54.jpeg,0.2216
medium\cam470_18-02_11-07.jpeg,0.1879
medium\cam470_19-02_07-26.jpeg,0.1825
medium\cam470_19-02_07-38.jpeg,0.1906
medium\cam470_19-02_07-51.jpeg,0.2885
medium\cam470_19-02_08-04.jpeg,0.188
medium\cam470_19-02_08-30.jpeg,0.3712
medium\cam470_19-02_08-42.jpeg,0.2798
medium\cam470_19-02_09-06.jpeg,0.1639
medium\cam470_19-02_09-18.jpeg,0.3823
medium\cam470_25-02_08-47.jpeg,0.2172
medium\cam470_25-02_09-01.jpeg,0.2264
medium\cam470_25-02_09-14.jpeg,0.3542
medium\cam470_25-02_09-28.jpeg,0.319
medium\cam470_25-02_15-48.jpeg,0.3431
medium\cam470_25-02_16-05.jpeg,0.1738
medium\cam470_25-02_16-25.jpeg,0.3174
medium\cam470_25-02_16-41.jpeg,0.3791
medium\cam470_25-02_16-57.jpeg,0.2506
medium\cam470_25-02_17-12.jpeg,0.3813
medium\cam470_25-02_17-28.jpeg,0.3374
medium\cam471_03-02_05-14.jpeg,0.2323
medium\cam471_03-02_05-29.jpeg,0.2705
medium\cam471_03-02_21-43.jpeg,0.1607
medium\cam471_03-02_22-33.jpeg,0.3035
medium\cam471_03-02_22-49.jpeg,0.1529
medium\cam471_03-02_23-05.jpeg,0.1848
medium\cam471_03-02_23-21.jpeg,0.1984
medium\cam471_03-02_23-43.jpeg,0.373
medium\cam471_03-02_23-55.jpeg,0.3739
medium\cam471_04-02_00-13.jpeg,0.2609
medium\cam471_04-02_00-50.jpeg,0.3394
medium\cam471_04-02_01-20.jpeg,0.3782
medium\cam471_04-02_01-42.jpeg,0.3176
medium\cam471_04-02_01-58.jpeg,0.3982
medium\cam471_04-02_02-16.jpeg,0.1708
medium\cam471_04-02_02-32.jpeg,0.3424
medium\cam471_04-02_02-49.jpeg,0.1641
medium\cam471_04-02_03-03.jpeg,0.2525
medium\cam471_04-02_03-37.jpeg,0.3035
medium\cam471_04-02_04-07.jpeg,0.2853
medium\cam471_04-02_04-25.jpeg,0.186
medium\cam471_04-02_04-44.jpeg,0.3299
medium\cam471_04-02_04-59.jpeg,0.2807
medium\cam471_04-02_05-14.jpeg,0.2139
medium\cam471_04-02_05-29.jpeg,0.1792
medium\cam471_04-02_07-25.jpeg,0.3807
medium\cam471_04-02_07-43.jpeg,0.1695
medium\cam471_04-02_07-59.jpeg,0.2814
medium\cam471_04-02_08-16.jpeg,0.309
medium\cam471_04-02_08-49.jpeg,0.3368
medium\cam471_04-02_09-07.jpeg,0.224
medium\cam471_04-02_09-23.jpeg,0.3924
medium\cam471_04-02_09-42.jpeg,0.23
medium\cam471_04-02_10-17.jpeg,0.2949
medium\cam471_04-02_10-36.jpeg,0.2376
medium\cam471_04-02_10-50.jpeg,0.3881
medium\cam471_04-02_11-06.jpeg,0.1988
medium\cam471_04-02_11-27.jpeg,0.3671
medium\cam471_04-02_11-58.jpeg,0.1514
medium\cam471_17-02_21-09.jpeg,0.376
medium\cam471_17-02_21-22.jpeg,0.1849
medium\cam471_17-02_21-31.jpeg,0.1804
medium\cam471_17-02_21-38.jpeg,0.1663
medium\cam471_17-02_21-43.jpeg,0.3322
medium\cam471_17-02_21-47.jpeg,0.2738
medium\cam471_17-02_21-57.jpeg,0.3829
medium\cam471_17-02_22-10.jpeg,0.2049
medium\cam471_17-02_22-14.jpeg,0.2256
medium\cam471_17-02_22-19.jpeg,0.3222
medium\cam471_17-02_22-28.jpeg,0.2157
medium\cam471_17-02_22-32.jpeg,0.3761
medium\cam471_17-02_22-36.jpeg,0.1603
medium\cam471_17-02_22-46.jpeg,0.1983
medium\cam471_17-02_22-50.jpeg,0.3056
medium\cam471_17-02_23-00.jpeg,0.384
medium\cam471_17-02_23-08.jpeg,0.2773
medium\cam471_17-02_23-18.jpeg,0.2313
medium\cam471_17-02_23-22.jpeg,0.3713
medium\cam471_17-02_23-31.jpeg,0.2416
medium\cam471_17-02_23-35.jpeg,0.3209
medium\cam471_17-02_23-48.jpeg,0.3566
medium\cam471_17-02_23-53.jpeg,0.3964
medium\cam471_18-02_00-02.jpeg,0.2499
medium\cam471_18-02_00-06.jpeg,0.2371
medium\cam471_18-02_00-14.jpeg,0.3025
medium\cam471_18-02_00-19.jpeg,0.3029
medium\cam471_18-02_00-23.jpeg,0.3838
medium\cam471_18-02_00-32.jpeg,0.3631
medium\cam471_18-02_00-36.jpeg,0.3653
medium\cam471_18-02_00-57.jpeg,0.1511
medium\cam471_18-02_01-02.jpeg,0.185
medium\cam471_18-02_01-23.jpeg,0.1583
medium\cam471_18-02_01-27.jpeg,0.2555
medium\cam471_18-02_01-36.jpeg,0.3376
medium\cam471_18-02_01-40.jpeg,0.2468
medium\cam471_18-02_01-53.jpeg,0.2433
medium\cam471_18-02_02-02.jpeg,0.2308
medium\cam471_18-02_02-07.jpeg,0.196
medium\cam471_18-02_02-11.jpeg,0.3186
medium\cam471_18-02_02-24.jpeg,0.3563
medium\cam471_18-02_02-51.jpeg,0.3043
medium\cam471_18-02_02-54.jpeg,0.332
medium\cam471_18-02_03-00.jpeg,0.3776
medium\cam471_18-02_03-15.jpeg,0.2189
medium\cam471_18-02_03-19.jpeg,0.3163
medium\cam471_18-02_03-38.jpeg,0.2251
medium\cam471_18-02_04-00.jpeg,0.3797
medium\cam471_18-02_04-03.jpeg,0.3585
medium\cam471_18-02_04-09.jpeg,0.2984
medium\cam471_18-02_04-16.jpeg,0.3492
medium\cam471_18-02_04-22.jpeg,0.2764
medium\cam471_18-02_04-29.jpeg,0.3734
medium\cam471_18-02_04-36.jpeg,0.1636
medium\cam471_18-02_04-42.jpeg,0.2956
medium\cam471_18-02_04-49.jpeg,0.2193
medium\cam471_18-02_04-55.jpeg,0.3261
medium\cam471_18-02_05-02.jpeg,0.1821
medium\cam471_18-02_05-06.jpeg,0.3953
medium\cam471_18-02_05-13.jpeg,0.3674
medium\cam471_18-02_06-51.jpeg,0.3617
medium\cam471_18-02_07-02.jpeg,0.3108
medium\cam471_18-02_07-14.jpeg,0.3201
medium\cam471_18-02_07-25.jpeg,0.2842
medium\cam471_18-02_07-47.jpeg,0.164
medium\cam471_18-02_08-00.jpeg,0.2879
medium\cam471_18-02_08-13.jpeg,0.3614
medium\cam471_18-02_08-26.jpeg,0.2537
medium\cam471_18-02_08-39.jpeg,0.1621
medium\cam471_18-02_08-52.jpeg,0.2926
medium\cam471_18-02_09-05.jpeg,0.2667
medium\cam471_18-02_09-34.jpeg,0.303
medium\cam471_18-02_09-47.jpeg,0.3634
medium\cam471_18-02_10-12.jpeg,0.3357
medium\cam471_18-02_10-39.jpeg,0.2743
medium\cam471_19-02_06-50.jpeg,0.2761
medium\cam471_19-02_07-24.jpeg,0.1699
medium\cam471_19-02_07-36.jpeg,0.2261
medium\cam471_19-02_08-02.jpeg,0.2428
medium\cam471_19-02_08-15.jpeg,0.3087
medium\cam471_19-02_08-28.jpeg,0.3782
medium\cam471_19-02_08-40.jpeg,0.1723
medium\cam471_19-02_08-52.jpeg,0.2832
medium\cam471_19-02_09-04.jpeg,0.3307
medium\cam471_25-02_09-12.jpeg,0.2332
medium\cam471_25-02_09-26.jpeg,0.2824
medium\cam471_25-02_09-38.jpeg,0.2385
medium\cam471_25-02_09-51.jpeg,0.2562
medium\cam471_25-02_11-06.jpeg,0.3674
medium\cam471_25-02_11-19.jpeg,0.1506
medium\cam471_25-02_13-03.jpeg,0.3076
medium\cam471_25-02_13-19.jpeg,0.3219
medium\cam471_25-02_13-36.jpeg,0.3671
medium\cam471_25-02_13-47.jpeg,0.2627
medium\cam471_25-02_14-46.jpeg,0.2974
medium\cam471_25-02_15-31.jpeg,0.3
medium\cam471_25-02_15-46.jpeg,0.2465
medium\cam471_25-02_16-03.jpeg,0.3872
medium\cam471_25-02_16-23.jpeg,0.1537
medium\cam471_25-02_16-39.jpeg,0.2879
medium\cam471_25-02_16-55.jpeg,0.3276
medium\cam471_25-02_17-26.jpeg,0.1608
medium\cam475_03-02_21-26.jpeg,0.1956
medium\cam475_03-02_21-43.jpeg,0.3008
medium\cam475_03-02_21-59.jpeg,0.2502
medium\cam475_03-02_22-16.jpeg,0.369
medium\cam475_03-02_23-10.jpeg,0.225
medium\cam475_03-02_23-26.jpeg,0.2494
medium\cam475_03-02_23-43.jpeg,0.1724
medium\cam475_04-02_00-19.jpeg,0.3313
medium\cam475_04-02_00-32.jpeg,0.2104
medium\cam475_04-02_00-50.jpeg,0.2064
medium\cam475_04-02_01-10.jpeg,0.2283
medium\cam475_04-02_01-58.jpeg,0.2566
medium\cam475_04-02_02-16.jpeg,0.2435
medium\cam475_04-02_02-32.jpeg,0.1873
medium\cam475_04-02_03-07.jpeg,0.1573
medium\cam475_04-02_03-28.jpeg,0.3431
medium\cam475_04-02_04-11.jpeg,0.2545
medium\cam475_04-02_04-25.jpeg,0.2375
medium\cam475_04-02_04-44.jpeg,0.3652
medium\cam475_04-02_04-59.jpeg,0.3763
medium\cam475_04-02_05-14.jpeg,0.2128
medium\cam475_04-02_05-33.jpeg,0.3346
medium\cam475_04-02_07-29.jpeg,0.2079
medium\cam475_04-02_07-46.jpeg,0.3939
medium\cam475_04-02_08-03.jpeg,0.3259
medium\cam475_04-02_08-16.jpeg,0.2199
medium\cam475_04-02_08-35.jpeg,0.1808
medium\cam475_04-02_08-53.jpeg,0.3311
medium\cam475_04-02_09-11.jpeg,0.2925
medium\cam475_04-02_09-27.jpeg,0.3271
medium\cam475_04-02_09-42.jpeg,0.3026
medium\cam475_04-02_11-12.jpeg,0.2744
medium\cam475_04-02_11-27.jpeg,0.2809
medium\cam475_04-02_12-01.jpeg,0.2709
medium\cam475_17-02_22-28.jpeg,0.2284
medium\cam475_17-02_22-41.jpeg,0.1851
medium\cam475_17-02_22-46.jpeg,0.2699
medium\cam475_17-02_22-50.jpeg,0.2899
medium\cam475_17-02_23-00.jpeg,0.2722
medium\cam475_17-02_23-04.jpeg,0.2814
medium\cam475_17-02_23-35.jpeg,0.1532
medium\cam475_17-02_23-44.jpeg,0.3817
medium\cam475_17-02_23-48.jpeg,0.2738
medium\cam475_17-02_23-57.jpeg,0.1717
medium\cam475_18-02_00-02.jpeg,0.1719
medium\cam475_18-02_00-06.jpeg,0.177
medium\cam475_18-02_00-15.jpeg,0.1515
medium\cam475_18-02_00-19.jpeg,0.3495
medium\cam475_18-02_00-27.jpeg,0.3004
medium\cam475_18-02_00-32.jpeg,0.3296
medium\cam475_18-02_00-41.jpeg,0.237
medium\cam475_18-02_00-45.jpeg,0.2058
medium\cam475_18-02_00-53.jpeg,0.1559
medium\cam475_18-02_00-58.jpeg,0.37
medium\cam475_18-02_01-06.jpeg,0.1915
medium\cam475_18-02_01-11.jpeg,0.1916
medium\cam475_18-02_01-15.jpeg,0.1812
medium\cam475_18-02_01-27.jpeg,0.2294
medium\cam475_18-02_01-36.jpeg,0.2219
medium\cam475_18-02_01-40.jpeg,0.3416
medium\cam475_18-02_01-49.jpeg,0.2397
medium\cam475_18-02_01-53.jpeg,0.2658
medium\cam475_18-02_02-02.jpeg,0.1583
medium\cam475_18-02_02-07.jpeg,0.3956
medium\cam475_18-02_02-24.jpeg,0.2616
medium\cam475_18-02_02-47.jpeg,0.2487
medium\cam475_18-02_02-57.jpeg,0.3863
medium\cam475_18-02_03-16.jpeg,0.2701
medium\cam475_18-02_03-22.jpeg,0.2248
medium\cam475_18-02_03-38.jpeg,0.3527
medium\cam475_18-02_03-48.jpeg,0.3986
medium\cam475_18-02_04-00.jpeg,0.3053
medium\cam475_18-02_04-06.jpeg,0.1509
medium\cam475_18-02_04-13.jpeg,0.3803
medium\cam475_18-02_04-19.jpeg,0.3168
medium\cam475_18-02_04-29.jpeg,0.2401
medium\cam475_18-02_04-49.jpeg,0.2743
medium\cam475_18-02_04-55.jpeg,0.36
medium\cam475_18-02_05-02.jpeg,0.2432
medium\cam475_18-02_05-06.jpeg,0.36
medium\cam475_18-02_06-51.jpeg,0.2143
medium\cam475_18-02_07-02.jpeg,0.3103
medium\cam475_18-02_07-14.jpeg,0.3058
medium\cam475_18-02_07-25.jpeg,0.2545
medium\cam475_18-02_08-13.jpeg,0.2001
medium\cam475_18-02_08-26.jpeg,0.3862
medium\cam475_18-02_08-39.jpeg,0.2033
medium\cam475_18-02_08-52.jpeg,0.3865
medium\cam475_18-02_09-05.jpeg,0.3184
medium\cam475_18-02_09-18.jpeg,0.3135
medium\cam475_18-02_09-34.jpeg,0.2735
medium\cam475_18-02_09-59.jpeg,0.3492
medium\cam475_18-02_10-12.jpeg,0.2775
medium\cam475_18-02_10-26.jpeg,0.1543
medium\cam475_18-02_10-39.jpeg,0.2748
medium\cam475_19-02_06-51.jpeg,0.2137
medium\cam475_19-02_07-12.jpeg,0.1709
medium\cam475_19-02_07-24.jpeg,0.3196
medium\cam475_19-02_07-36.jpeg,0.3522
medium\cam475_19-02_08-03.jpeg,0.1906
medium\cam475_19-02_08-28.jpeg,0.3143
medium\cam475_19-02_08-52.jpeg,0.2772
medium\cam475_19-02_09-16.jpeg,0.2072
medium\cam475_25-02_08-59.jpeg,0.2486
medium\cam475_25-02_09-12.jpeg,0.1926
medium\cam475_25-02_09-26.jpeg,0.306
medium\cam475_25-02_09-39.jpeg,0.2139
medium\cam475_25-02_09-51.jpeg,0.3676
medium\cam475_25-02_10-16.jpeg,0.3156
medium\cam475_25-02_10-42.jpeg,0.2987
medium\cam475_25-02_11-06.jpeg,0.3187
medium\cam475_25-02_11-32.jpeg,0.3064
medium\cam475_25-02_11-44.jpeg,0.2003
medium\cam475_25-02_11-57.jpeg,0.3236
medium\cam475_25-02_12-33.jpeg,0.2419
medium\cam475_25-02_12-49.jpeg,0.1913
medium\cam475_25-02_13-03.jpeg,0.2963
medium\cam475_25-02_13-19.jpeg,0.2766
medium\cam475_25-02_13-36.jpeg,0.3075
medium\cam475_25-02_13-47.jpeg,0.2766
medium\cam475_25-02_14-23.jpeg,0.3416
medium\cam475_25-02_14-46.jpeg,0.3795
medium\cam475_25-02_15-11.jpeg,0.1629
medium\cam475_25-02_15-31.jpeg,0.3142
medium\cam475_25-02_15-46.jpeg,0.2529
medium\cam475_25-02_16-03.jpeg,0.2125
medium\cam475_25-02_16-55.jpeg,0.3681
medium\cam475_25-02_17-10.jpeg,0.3479
medium\cam475_25-02_17-27.jpeg,0.2879
medium\cam482_03-02_21-29.jpeg,0.3118
medium\cam482_03-02_21-46.jpeg,0.3976
medium\cam482_03-02_22-02.jpeg,0.3643
medium\cam482_03-02_22-19.jpeg,0.2471
medium\cam482_03-02_22-41.jpeg,0.2699
medium\cam482_03-02_22-57.jpeg,0.2537
medium\cam482_03-02_23-13.jpeg,0.3603
medium\cam482_03-02_23-29.jpeg,0.2594
medium\cam482_03-02_23-47.jpeg,0.3037
medium\cam482_04-02_00-05.jpeg,0.2057
medium\cam482_04-02_00-22.jpeg,0.2394
medium\cam482_04-02_00-36.jpeg,0.2657
medium\cam482_04-02_00-53.jpeg,0.3869
medium\cam482_04-02_01-45.jpeg,0.3796
medium\cam482_04-02_02-00.jpeg,0.3681
medium\cam482_04-02_02-18.jpeg,0.3748
medium\cam482_04-02_02-35.jpeg,0.3237
medium\cam482_04-02_03-30.jpeg,0.3215
medium\cam482_04-02_03-38.jpeg,0.2415
medium\cam482_04-02_03-56.jpeg,0.3683
medium\cam482_04-02_04-12.jpeg,0.3297
medium\cam482_04-02_04-30.jpeg,0.2473
medium\cam482_04-02_05-01.jpeg,0.1686
medium\cam482_04-02_05-16.jpeg,0.2953
medium\cam482_04-02_05-34.jpeg,0.2459
medium\cam482_17-02_21-54.jpeg,0.3822
medium\cam482_17-02_22-03.jpeg,0.3927
medium\cam482_17-02_22-08.jpeg,0.251
medium\cam482_17-02_22-26.jpeg,0.3238
medium\cam482_17-02_22-34.jpeg,0.3496
medium\cam482_17-02_22-39.jpeg,0.3618
medium\cam482_17-02_22-53.jpeg,0.2793
medium\cam482_17-02_23-11.jpeg,0.2053
medium\cam482_17-02_23-15.jpeg,0.2613
medium\cam482_17-02_23-24.jpeg,0.2712
medium\cam482_17-02_23-29.jpeg,0.3765
medium\cam482_17-02_23-33.jpeg,0.3691
medium\cam482_17-02_23-42.jpeg,0.1823
medium\cam482_17-02_23-46.jpeg,0.2087
medium\cam482_17-02_23-59.jpeg,0.2149
medium\cam482_18-02_00-08.jpeg,0.1717
medium\cam482_18-02_00-12.jpeg,0.3361
medium\cam482_18-02_00-17.jpeg,0.252
medium\cam482_18-02_00-25.jpeg,0.2721
medium\cam482_18-02_00-30.jpeg,0.206
medium\cam482_18-02_00-39.jpeg,0.2914
medium\cam482_18-02_00-43.jpeg,0.2502
medium\cam482_18-02_00-51.jpeg,0.3952
medium\cam482_18-02_01-04.jpeg,0.1767
medium\cam482_18-02_01-09.jpeg,0.2236
medium\cam482_18-02_01-17.jpeg,0.399
medium\cam482_18-02_01-21.jpeg,0.2668
medium\cam482_18-02_01-34.jpeg,0.3092
medium\cam482_18-02_01-38.jpeg,0.2909
medium\cam482_18-02_01-51.jpeg,0.3292
medium\cam482_18-02_01-59.jpeg,0.3341
medium\cam482_18-02_02-13.jpeg,0.2546
medium\cam482_18-02_02-17.jpeg,0.3236
medium\cam482_18-02_02-49.jpeg,0.2567
medium\cam482_18-02_02-53.jpeg,0.2106
medium\cam482_18-02_02-59.jpeg,0.3332
medium\cam482_18-02_03-17.jpeg,0.3253
medium\cam482_18-02_03-27.jpeg,0.1649
medium\cam482_18-02_03-41.jpeg,0.3145
medium\cam482_18-02_03-44.jpeg,0.2141
medium\cam482_18-02_03-50.jpeg,0.2898
medium\cam482_18-02_04-08.jpeg,0.3362
medium\cam482_18-02_04-14.jpeg,0.386
medium\cam482_18-02_04-21.jpeg,0.2488
medium\cam482_18-02_04-27.jpeg,0.3058
medium\cam482_18-02_04-40.jpeg,0.2142
medium\cam482_18-02_04-47.jpeg,0.2191
medium\cam482_18-02_05-00.jpeg,0.1918
medium\cam482_18-02_05-04.jpeg,0.2913
medium\cam482_18-02_05-12.jpeg,0.2883
medium\cam494_18-02_06-56.jpeg,0.3411
medium\cam494_18-02_07-19.jpeg,0.1721
medium\cam494_18-02_07-53.jpeg,0.2658
medium\cam494_18-02_08-06.jpeg,0.257
medium\cam494_18-02_08-18.jpeg,0.184
medium\cam494_18-02_08-32.jpeg,0.2749
medium\cam494_18-02_08-45.jpeg,0.1593
medium\cam494_18-02_08-59.jpeg,0.2693
medium\cam494_18-02_09-25.jpeg,0.2378
medium\cam494_18-02_09-40.jpeg,0.1684
medium\cam494_18-02_09-52.jpeg,0.3718
medium\cam494_18-02_10-31.jpeg,0.191
medium\cam494_18-02_10-45.jpeg,0.2793
medium\cam494_18-02_10-58.jpeg,0.3196
medium\cam494_18-02_11-11.jpeg,0.19
medium\cam494_18-02_11-28.jpeg,0.1979
medium\cam494_18-02_11-41.jpeg,0.1928
medium\cam494_18-02_11-54.jpeg,0.2971
medium\cam494_18-02_12-06.jpeg,0.3303
medium\cam494_19-02_07-01.jpeg,0.1796
medium\cam494_19-02_07-30.jpeg,0.2163
medium\cam494_19-02_07-42.jpeg,0.2095
medium\cam494_19-02_07-55.jpeg,0.2075
medium\cam494_19-02_08-08.jpeg,0.2305
medium\cam494_19-02_08-21.jpeg,0.2717
medium\cam494_19-02_08-33.jpeg,0.3745
medium\cam494_19-02_08-45.jpeg,0.1906
medium\cam494_19-02_08-57.jpeg,0.1773
medium\cam494_19-02_09-09.jpeg,0.1787
medium\cam494_19-02_14-19.jpeg,0.3309
medium\cam494_19-02_14-39.jpeg,0.2761
medium\cam494_19-02_15-00.jpeg,0.381
medium\cam494_19-02_16-32.jpeg,0.3467
medium\cam494_19-02_16-49.jpeg,0.3582
medium\cam496_17-02_22-57.jpeg,0.3073
medium\cam496_17-02_23-06.jpeg,0.2782
medium\cam496_17-02_23-24.jpeg,0.3735
medium\cam496_17-02_23-28.jpeg,0.3278
medium\cam496_17-02_23-37.jpeg,0.2676
medium\cam496_17-02_23-42.jpeg,0.1931
medium\cam496_17-02_23-46.jpeg,0.1686
medium\cam496_17-02_23-55.jpeg,0.2854
medium\cam496_18-02_00-12.jpeg,0.3898
medium\cam496_18-02_00-34.jpeg,0.3398
medium\cam496_18-02_00-38.jpeg,0.2705
medium\cam496_18-02_00-43.jpeg,0.3117
medium\cam496_18-02_01-04.jpeg,0.3287
medium\cam496_18-02_01-17.jpeg,0.1845
medium\cam496_18-02_01-21.jpeg,0.216
medium\cam496_18-02_01-29.jpeg,0.2121
medium\cam496_18-02_01-34.jpeg,0.2306
medium\cam496_18-02_01-42.jpeg,0.351
medium\cam496_18-02_01-47.jpeg,0.2818
medium\cam496_18-02_01-59.jpeg,0.2432
medium\cam496_18-02_02-13.jpeg,0.3476
medium\cam496_18-02_02-17.jpeg,0.2435
medium\cam496_18-02_02-26.jpeg,0.2516
medium\cam496_18-02_02-49.jpeg,0.3137
medium\cam496_18-02_02-55.jpeg,0.3615
medium\cam496_18-02_03-03.jpeg,0.1926
medium\cam496_18-02_03-17.jpeg,0.184
medium\cam496_18-02_03-20.jpeg,0.1975
medium\cam496_18-02_03-27.jpeg,0.2921
medium\cam496_18-02_03-40.jpeg,0.2339
medium\cam496_18-02_03-52.jpeg,0.3522
medium\cam496_18-02_04-01.jpeg,0.2544
medium\cam496_18-02_04-04.jpeg,0.1869
medium\cam496_18-02_04-11.jpeg,0.2091
medium\cam496_18-02_04-17.jpeg,0.3539
medium\cam496_18-02_04-31.jpeg,0.3045
medium\cam496_18-02_04-37.jpeg,0.1502
medium\cam496_18-02_04-43.jpeg,0.3306
medium\cam496_18-02_04-53.jpeg,0.2123
medium\cam496_18-02_05-00.jpeg,0.2846
medium\cam496_18-02_05-08.jpeg,0.319
medium\cam496_18-02_05-15.jpeg,0.3323
medium\cam496_18-02_06-56.jpeg,0.1502
medium\cam496_18-02_07-07.jpeg,0.2467
medium\cam496_18-02_07-18.jpeg,0.1611
medium\cam496_18-02_07-30.jpeg,0.3595
medium\cam496_18-02_07-53.jpeg,0.2387
medium\cam496_18-02_08-05.jpeg,0.3277
medium\cam496_18-02_08-18.jpeg,0.3162
medium\cam496_18-02_08-45.jpeg,0.3377
medium\cam496_18-02_08-59.jpeg,0.2033
medium\cam496_18-02_09-11.jpeg,0.1974
medium\cam496_18-02_09-25.jpeg,0.3029
medium\cam496_18-02_09-39.jpeg,0.3197
medium\cam496_18-02_09-52.jpeg,0.2709
medium\cam496_18-02_10-18.jpeg,0.1666
medium\cam496_18-02_10-31.jpeg,0.3549
medium\cam496_18-02_10-45.jpeg,0.2744
medium\cam496_18-02_10-58.jpeg,0.392
medium\cam496_18-02_11-11.jpeg,0.2976
medium\cam496_18-02_11-28.jpeg,0.3851
medium\cam496_19-02_07-01.jpeg,0.2291
medium\cam496_19-02_07-55.jpeg,0.2506
medium\cam496_19-02_08-08.jpeg,0.1608
medium\cam496_19-02_08-33.jpeg,0.2476
medium\cam496_19-02_08-45.jpeg,0.2573
medium\cam496_19-02_08-57.jpeg,0.314
medium\cam496_19-02_09-09.jpeg,0.2827
medium\cam496_19-02_09-21.jpeg,0.3859
medium\cam496_25-02_13-28.jpeg,0.2757
medium\cam496_25-02_13-41.jpeg,0.271
medium\cam496_25-02_14-32.jpeg,0.2872
medium\cam496_25-02_14-56.jpeg,0.387
medium\cam496_25-02_15-52.jpeg,0.3631
medium\cam496_25-02_16-12.jpeg,0.385
medium\cam496_25-02_16-29.jpeg,0.3445
medium\cam496_25-02_16-46.jpeg,0.2247
medium\cam496_25-02_17-02.jpeg,0.3104
medium\cam496_25-02_17-17.jpeg,0.3958
medium\cam496_25-02_17-33.jpeg,0.2424
medium\cam498_04-02_07-27.jpeg,0.1808
medium\cam498_04-02_07-58.jpeg,0.1612
medium\cam498_04-02_08-33.jpeg,0.2477
medium\cam498_04-02_08-52.jpeg,0.2922
medium\cam498_04-02_09-06.jpeg,0.1583
medium\cam498_04-02_09-41.jpeg,0.1548
medium\cam498_04-02_09-55.jpeg,0.2399
medium\cam498_04-02_10-14.jpeg,0.2341
medium\cam498_04-02_10-47.jpeg,0.3
medium\cam498_04-02_11-24.jpeg,0.2483
medium\cam498_04-02_11-37.jpeg,0.3955
medium\cam498_18-02_06-57.jpeg,0.1873
medium\cam498_18-02_07-19.jpeg,0.2417
medium\cam498_18-02_07-31.jpeg,0.2966
medium\cam498_18-02_07-54.jpeg,0.2068
medium\cam498_18-02_08-06.jpeg,0.1804
medium\cam498_18-02_08-19.jpeg,0.3423
medium\cam498_18-02_08-33.jpeg,0.2367
medium\cam498_18-02_08-46.jpeg,0.3797
medium\cam498_18-02_09-11.jpeg,0.2367
medium\cam498_18-02_09-26.jpeg,0.3819
medium\cam498_18-02_09-40.jpeg,0.316
medium\cam498_18-02_09-53.jpeg,0.1785
medium\cam498_18-02_10-06.jpeg,0.3895
medium\cam498_18-02_10-19.jpeg,0.3429
medium\cam498_18-02_10-32.jpeg,0.2324
medium\cam498_18-02_10-46.jpeg,0.1555
medium\cam498_18-02_11-12.jpeg,0.3091
medium\cam498_19-02_07-02.jpeg,0.285
medium\cam498_19-02_07-19.jpeg,0.3126
medium\cam498_19-02_07-30.jpeg,0.2786
medium\cam498_19-02_07-43.jpeg,0.1876
medium\cam498_19-02_07-56.jpeg,0.2823
medium\cam498_19-02_08-22.jpeg,0.2989
medium\cam498_19-02_08-34.jpeg,0.2081
medium\cam498_19-02_08-46.jpeg,0.1644
medium\cam498_19-02_08-58.jpeg,0.3555
medium\cam498_19-02_09-10.jpeg,0.1528
medium\cam498_19-02_09-22.jpeg,0.2693
medium\cam498_25-02_13-29.jpeg,0.152
medium\cam498_25-02_13-42.jpeg,0.2723
medium\cam498_25-02_13-52.jpeg,0.3979
medium\cam498_25-02_14-58.jpeg,0.2289
medium\cam498_25-02_15-23.jpeg,0.1726
medium\cam498_25-02_15-39.jpeg,0.2644
medium\cam498_25-02_15-53.jpeg,0.3846
medium\cam498_25-02_16-30.jpeg,0.3577
medium\cam498_25-02_17-03.jpeg,0.2066
medium\cam498_25-02_17-18.jpeg,0.2188
medium\cam498_25-02_17-34.jpeg,0.1987
medium\cam49_04-02_08-02.jpeg,0.2019
medium\cam49_04-02_08-19.jpeg,0.2069
medium\cam49_18-02_00-26.jpeg,0.2857
medium\cam49_18-02_00-30.jpeg,0.2113
medium\cam49_18-02_00-39.jpeg,0.266
medium\cam49_18-02_00-43.jpeg,0.2379
medium\cam49_18-02_00-52.jpeg,0.1974
medium\cam49_18-02_00-56.jpeg,0.2168
medium\cam49_18-02_01-13.jpeg,0.1785
